A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66.363,5.952,44.983,15.476,70.5945,11.905,33.9665,27.587,32.557,4.762,20.638,9.524,18.455,11.508,15.6745,2.381,9.7225,1.19,11.112,1.19,35.9465,21.657,2.583,6.5475,1.191,1.19,1.191,1.19,1.1905,18.4525,1.19,23.0165,1.5875,4.762,38.0315,3.175,22.0365,1.984,21.655,5.556,4.564,1.19,137.528,1.984,500.8335,6.349,7.54,10.317,16.4725,1.984,117.2145,1.587,103.842,1.587,18.486,3.571,213.024,8.3335,133.127,1.984,90.027,1.19,179.0365,2.381,54.2145,1.19,41.025,1.19,156.2385,6.547,95.421,1.587,44.5855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,39.9925,7.143,10.6675,34.114,6.5175,3.571,5.756,20.639,9.4835,5.57,1.7475,21.035,6.906,6.349,349.87,11.111,209.8945,3.1,9.069,11.238,505.781,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45.2395,3.175,30.6125,4.762,163.2485,1.587,168.03,1.587,296.5925,1.19,65.11,1.19,146.565,1.19,70.0445,11.111,10.7125,25.4,94.072,5.556,77.627,1.19,4.366,1.19,6.553,14.286,3.584,21.432,2.3835,7.143,3.9685,4.762,3.972,26.984,17.262,2.778,13.6905,1.587,3.184,11.905,25.854,1.587,167.799,2.381,1.587,1.587,82.8745,1.19,273.525,1.19,172.779,4.762,1.2055,3.175,61.4805,6.746,27.891,5.952,4.585,9.532,4.3955,19.905,10.343,3.175,10.7715,8.766,1.5825,11.931,10.7685,3.968,12.761,7.946,8.961,6.758,25.342,7.946,58.1045,7.143,29.643,5.159,10.7305,11.508,22.045,9.524,26.429,32.182,84.657,1.19,100.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23.679,10.714,20.04,4.762,13.6905,13.889,20.833,7.937,5.159,19.841,12.302,7.143,12.1025,12.302,85.5805,16.313,4.409,11.515,12.1535,25.474,57.37,10.714,6.349,10.714,1.984,11.508,24.008,5.556,29.3645,11.111,17.0635,9.524,32.1525,10.317,8.9285,28.968,2.584,3.968,20.846,2.778,25.992,8.73,11.711,2.778,13.6945,7.937,19.4535,19.048,17.659,6.746,80.357,14.286,65.2775,4.365,75.4945,6.746,25.239,4.762,11.3235,18.651,11.9055,5.952,10.7145,9.127,42.285,15.079,21.7195,2.778,6.5855,11.931,3.2145,36.2695,26.199,10.317,35.3805,9.524,14.166,12.302,25.2615,7.937,3.9895,13.492,25.6045,5.159,18.4655,5.556,9.5215,16.671,75.895,12.327,13.136,8.333,19.722,15.893,36.309,3.175,56.2545,6.746,66.721,2.778,8.558,3.968,76.253,4.762,4.175,6.746,25.5975,7.937,1.1905,8.73,5.9525,11.111,53.9735,13.492,12.698,5.556,119.087,13.492,53.1745,2.381,5.357,5.159,5.754,7.143,19.841,21.429,53.174,2.381,5.7545,10.714,27.3815,8.333,61.9045,1.984,150.6285,2.381,204.239,2.381,56.638,7.143,25.6045,6.746,294.109,1.984,206.7505,4.525,783.8875,2.778,7.54,1.984,40.1235,8.333,259.3,9.127,23.621,7.143,418.2575,3.968,231.6515,10.317,42.168,2.381,345.9725,3.968,25.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23.8385,11.931,265.6445,1.19,98.3655,6.793,10.767,12.141,47.021,5.899,2.969,2.023,3.77,15.497,109.9435,5.57,10.5085,9.127,50.645,2.381,36.224,11.911,58.439,19.085,18.699,2.381,110.5555,19.448,31.7865,9.921,38.801,2.381,21.2425,5.952,12.319,5.952,10.7145,20.6425,54.494,17.082,5.794,17.532,42.0545,8.811,3.612,1.587,7.2615,5.682,4.8615,9.655,57.71,11.453,14.484,53.783,31.7735,1.19,7.9605,9.127,20.4745,7.154,92.4665,17.137,62.216,17.875,121.0035,1.19,15.6285,10.439,63.4795,2.778,32.4105,23.839,29.343,17.137,53.655,2.381,73.606,1.587,39.374,3.175,246.6075,16.742,14.6975,1.587,62.2815,1.19,8.171,8.766,123.2265,3.175,90.269,18.689,12.6905,55.25,4.9445,6.399,123.042,2.381,21.677,6.005,44.7065,13.498,253.0885,3.199,4.451,2.381,374.42,2.381,210.8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3.175,3.713,32.4305,5.7665,14.1445,5.7955,1.587,3.0235,5.952,1.394,7.946,1.437,43.0205,52.5575,6.1505,49.9695,5.966,1.2,2.777,8.7375,3.571,2.183,15.348,4.1605,5.556,4.7705,9.557,16.4345,7.976,1.407,7.936,1.9915,12.359,1.2275,14.329,32.7415,9.921,23.423,5.159,3.5815,2.778,4.176,5.556,58.7275,9.929,3.417,10.325,2.018,2.381,2.198,19.461,17.9375,7.664,2.534,15.4965,4.552,1.587,22.137,4.365,13.7515,4.778,41.0785,2.381,5.393,4.365,6.7815,9.952,43.485,9.136,20.31,1.984,86.418,13.31,2.5945,17.137,22.048,3.175,16.9635,2.778,8.328,15.522,37.645,3.988,5.387,1.19,217.5845,7.143,9.943,1.587,95.6335,1.19,135.193,1.19,146.113,1.984,25.074,1.19,44.159,1.19,2.1825,1.587,18.0725,1.19,156.41,1.19,23.493,1.19,7.9445,3.571,2.985,7.937,114.0175,3.968,215.3225,1.587,133.7065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.778,7.143,1.19,4.365,19.448,9.921,2.381,9.127,16.292,1.984,18.655,6.746,8.739,2.381,6.349,1.587,3.571,28.979,1.19,1.19,1.587,10.317,21.432,5.556,30.56,1.984,23.019,11.508,2.778,11.905,1.19,3.571,1.19,9.921,3.175,17.857,7.143,1.984,13.492,6.349,7.937,1.587,1.19,3.968,11.905,25.397,1.19,48.016,1.19,3.571,1.19,72.642,1.984,1.587,1.19,28.2,4.762,21.825,2.381,12.301,4.762,9.3,1.587,5.159,2.381,32.578,1.587,7.143,3.175,2.778,1.19,82.5,2.778,11.111,2.381,53.2,3.968,2.778,2.381,33.371,8.343,34.56,5.952,8.739,9.929,48.85,1.587,19.845,2.381,1.587,3.175,17.465,1.19,41.3,1.19,71.2,1.587,29.408,10.714,6.746,43.306,6.746,12.723,23.071,1.587,17.478,25.821,8.739,2.381,17.478,1.984,1.19,1.19,1.587,1.19,3.175,2.381,9.127,1.984,15.481,34.544,3.175,7.946,45.719,16.686,9.136,7.154,2.778,20.3,2.778,6.349,8.333,7.143,3.175,1.19,9.127,15.085,6.746,13.895,10.3,1.19,1.19,2.381,3.968,2.381,2.381,7.143,1.19,28.993,1.19,85.363,1.19,1.984,1.19,30.975,6.349,23.416,59.545,126.709,3.571,18.668,1.19,26.239,5.159,27.01,9.921,1.19,3.571,54.905,5.952,28.2,12.404,1.587,6.005,4.778,7.976,1.19,7.581,10.348,5.612,15.952,6.46,5.612,4.778,3.199,1.19,1.19,1.984,18.689,1.19,44.3,8.371,18.015,1.984,1.984,1.19,10.744,1.984,60.657,6.005,1.984,4.778,4.383,1.19,6.005,1.19,1.587,1.984,97.727,5.966,252.8,1.19,7.187,1.587,275.6,1.587,23.03,1.19,3.175,12.327,19.064,5.159,6.758,1.19,116.6,1.19,150.443,1.19,82.254,1.19,39.88,1.984,55.1,3.968,1.587,1.19,245.8,1.587,33.13,3.175,182.3,1.984,3.988,6.349,1.19,1.19,13.515,3.571,138.146
A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N
1,33.1205,3.175,23.6545,6.746,16.911,14.286,5.7855,15.481,32.7375,3.968,6.151,6.746,10.714,2.778,11.1235,18.655,9.553,8.333,1.396,11.905,19.6395,12.308,29.9565,30.159,2.1825,1.984,5.555,7.54,21.4315,4.365,2.5905,4.762,2.409,12.698,14.0955,9.929,32.766,3.175,38.317,26.587,21.2325,13.492,31.754,3.968,27.3895,11.905,38.318,14.683,20.26,9.127,15.683,26.193,13.12,2.381,22.433,3.571,10.522,3.175,13.115,2.381,13.9215,7.946,7.738,7.54,21.8485,9.921,3.968,4.365,10.318,8.333,2.578,31.749,52.7925,19.048,43.6625,30.9575,7.1455,15.873,73.246,13.889,44.2695,3.968,45.443,11.508,58.3345,9.127,24.215,13.889,62.5395,4.762,12.901,6.746,30.168,5.952,16.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,233.003,1.19,297.459,1.19,3.175,1.587,20.242,2.778,3.571,1.19,55.562,3.968,9.921,1.587,4.365,5.952,1.587,1.984,3.175,3.968,3.968,2.778,6.746,2.381,15.878,1.587,2.778,1.19,15.873,1.587,24.604,1.984,8.739,1.19,14.704,53.643,3.175,5.966,1.587,2.778,4.778,1.19,1.587,4.383,3.571,1.587,1.19,1.984,1.984,1.587,1.19,1.19,1.984,3.175,1.19,1.19,3.175,2.023,19.841,3.593,2.778,4.047,11.752,2.137,7.55,1.587,4.047,17.573,3.659,2.023,1.636,1.587,14.4,1.19,14.374,1.636,12.069,9.728,1.19,10.202,6.16,1.587,2.51,2.889,1.19,4.437,2.023,15.111,11.671,6.16,5.019,21.37,10.795,1.19,1.587,3.022,1.19,4.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,G,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
